,번호,MANAGEMENT_NUMBER,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,SUB_ZIPCODE,SUB_ADDRESS,ADDRESS,ZIP_CODE,NAME,데이터갱신일자,LONGITUDE,LATITUDE
132,133,311000001020130003,3,폐업,0002,폐업,,서울특별시 은평구 역촌동 14-22번지,서울특별시 은평구 서오릉로 91 (역촌동),3404.0,역촌동물병원,2018-08-31 23:59:59.0,35.20324433246254,129.8109020173561
133,134,303000001020150003,3,폐업,0002,폐업,,서울특별시 성동구 응봉동 100번지 308호,"서울특별시 성동구 독서당로 434, 308호 (응봉동, 대림종합상가)",4741.0,해치동물병원,2019-11-24 02:40:00.0,35.29401758579596,129.74559092261245
134,135,303000001020030008,3,폐업,0002,폐업,,서울특별시 성동구 금호동1가 514번지,서울특별시 성동구 금호로 148-1 (금호동1가),,강아지나라동물병원,2018-08-31 23:59:59.0,35.283820756028646,129.74818703066427
135,136,303000001020030009,3,폐업,0002,폐업,,서울특별시 성동구 금호동4가 1393번지,서울특별시 성동구 장터길 18 (금호동4가),,박종태종합동물병원,2018-08-31 23:59:59.0,35.28184103464159,129.7406586771358
136,137,303000001020030010,3,폐업,0002,폐업,,서울특별시 성동구 행당동 346번지,,,성동동물병원,2018-08-31 23:59:59.0,35.29067936964046,129.75029412238527
137,138,303000001020030011,3,폐업,0002,폐업,,서울특별시 성동구 성수동2가 336-1   번지,,,퍼스트펫동물병원,2018-08-31 23:59:59.0,inf,inf
138,139,303000001020030012,3,폐업,0002,폐업,,서울특별시 성동구 옥수동 275-2번지 2층,"서울특별시 성동구 독서당로 206 (옥수동,2층)",,생명사랑동물병원,2018-08-31 23:59:59.0,35.27872772352996,129.73448353163218
139,140,303000001020030013,3,폐업,0002,폐업,,서울특별시 성동구 금호동2가 433번지,서울특별시 성동구 금호산길 63-1 (금호동2가),,강아지나라동물병원,2018-08-31 23:59:59.0,35.28287320557853,129.74773415589675
140,141,303000001020030014,3,폐업,0002,폐업,,서울특별시 성동구 성수동1가 656-565,서울특별시 성동구 왕십리로 100 (성수동1가),4778.0,성수동물병원,2020-10-31 02:40:00.0,35.30341480681023,129.73924357654857
141,142,303000001020030015,3,폐업,0002,폐업,,서울특별시 성동구 마장동 791-2   번지,,,한사랑동물병원,2018-08-31 23:59:59.0,inf,inf
142,143,311000001020130002,3,폐업,0002,폐업,,서울특별시 은평구 역촌동 43-47번지,서울특별시 은평구 진흥로 17 (역촌동),3409.0,튼튼동물병원,2018-08-31 23:59:59.0,35.20053877792486,129.8012004871686
143,144,321000001020030008,3,폐업,0002,폐업,,서울특별시 서초구 반포동 1141번지 원빌딩 2층,,,펫스테이션 클리닉센터,2018-08-31 23:59:59.0,35.258676373942585,129.68320756760374
144,145,321000001020030009,3,폐업,0002,폐업,,서울특별시 서초구 반포동 733-14  번지,,,두코동물병원,2018-08-31 23:59:59.0,inf,inf
145,146,321000001020090002,3,폐업,0002,폐업,,"서울특별시 서초구 반포동 112-3번지 카리스빌딩 1,2층","서울특별시 서초구 사평대로 80 (반포동,카리스빌딩 1,2층)",,한국스템셀동물메디컬센터,2018-08-31 23:59:59.0,35.26382397981485,129.6788670599728
146,147,301000001020040002,3,폐업,0002,폐업,,서울특별시 중구 신당동 422-1번지 청화빌딩,"서울특별시 중구 동호로 204, 청화빌딩 1층 (신당동)",4607.0,차지우동물병원,2020-06-04 02:40:00.0,35.27535406277002,129.75018190220038
147,148,301000001020050001,3,폐업,0002,폐업,,서울특별시 중구 신당동 422-1   번지 청화빌딩 지하1층,,,행복한둥지동물병원,2018-08-31 23:59:59.0,inf,inf
148,149,306000001020020005,3,폐업,0002,폐업,,서울특별시 중랑구 중화동 207번지,서울특별시 중랑구 망우로 247 (중화동),,로얄메디컬센터,2018-08-31 23:59:59.0,35.32995818616902,129.79992061797813
149,150,306000001020030001,3,폐업,0002,폐업,,서울특별시 중랑구 망우동 490-7   번지,,,세진종합동물병원,2018-08-31 23:59:59.0,inf,inf
150,151,306000001020030003,3,폐업,0002,폐업,,서울특별시 중랑구 신내동 648-143 번지,,,비비펫동물병원,2018-08-31 23:59:59.0,inf,inf
151,152,303000001020150001,3,폐업,0002,폐업,,서울특별시 성동구 도선동 285-2번지 1층,"서울특별시 성동구 왕십리로 340, 1층 (도선동)",4707.0,SL동물병원,2020-02-06 02:40:00.0,35.29296908782775,129.75942018472782
152,153,314000001020010001,3,폐업,0002,폐업,,서울특별시 양천구 신정동 1052-3번지,서울특별시 양천구 중앙로 230 (신정동),,바우동물병원,2018-08-31 23:59:59.0,35.15280287584093,129.69863582054816
153,154,314000001020010002,3,폐업,0002,폐업,,서울특별시 양천구 목동 905-22  번지 목동트윈빌딩(102호),,,황경택동물병원,2018-08-31 23:59:59.0,inf,inf
154,155,303000001020110001,3,폐업,0002,폐업,,서울특별시 성동구 금호동1가 1764-1번지,서울특별시 성동구 금호로 82-1 (금호동1가),,금호동물병원,2018-08-31 23:59:59.0,35.28820604942196,129.74394562290567
155,156,311000001020160003,3,폐업,0002,폐업,,서울특별시 은평구 역촌동 43-47번지,서울특별시 은평구 진흥로 17 (역촌동),3409.0,튼튼동물병원,2018-08-31 23:59:59.0,35.20053877792486,129.8012004871686
156,157,311000001020040001,3,폐업,0002,폐업,,서울특별시 은평구 대조동 187-38번지 (1층),,,패미원동물병원,2018-08-31 23:59:59.0,35.20481755698556,129.82116336596943
157,158,311000001020040002,3,폐업,0002,폐업,,서울특별시 은평구 갈현동 495-22  번지,,,에이스동물병원,2018-08-31 23:59:59.0,inf,inf
158,159,311000001020040003,3,폐업,0002,폐업,,서울특별시 은평구 응암동 96-19번지,,,해오름동물병원,2018-08-31 23:59:59.0,35.20733912605263,129.8025229959736
159,160,311000001020040005,3,폐업,0002,폐업,,서울특별시 은평구 녹번동 117-88번지,,,예스플러스 동물병원,2018-08-31 23:59:59.0,35.21186065029805,129.81089202389924
160,161,301000001019750001,3,폐업,0002,폐업,,서울특별시 중구 신당동 370-58번지,서울특별시 중구 다산로 145-1 (신당동),,문화동물병원,2018-08-31 23:59:59.0,35.27660978377382,129.75103541088473
161,162,321000001020030004,3,폐업,0002,폐업,,서울특별시 서초구 서초동 1576-6번지 1층,"서울특별시 서초구 서초중앙로 99 (서초동,1층)",,24시열린동물병원,2018-08-31 23:59:59.0,35.28033480980982,129.67034036359826
162,163,321000001020030005,3,폐업,0002,폐업,,서울특별시 서초구 잠원동 38-15번지 1층,"서울특별시 서초구 신반포로47길 18-6 (잠원동,1층)",,한국수의과학연구소부설동물병원,2018-08-31 23:59:59.0,35.284405013728666,129.6959791180996
163,164,314000001019960002,3,폐업,0002,폐업,,서울특별시 양천구 목동 506-7번지,서울특별시 양천구 목동중앙본로 113 (목동),,대현동물병원,2018-08-31 23:59:59.0,35.16517390705085,129.73387174526385
164,165,314000001019970001,3,폐업,0002,폐업,,서울특별시 양천구 목동 788-13  번지,,,애완동물병원,2018-08-31 23:59:59.0,inf,inf
165,166,311000001020040006,3,폐업,0002,폐업,,서울특별시 은평구 대조동 179-16번지,,,은평동물병원(은평본원),2018-08-31 23:59:59.0,35.20413932860166,129.81040027672498
166,167,311000001020050001,3,폐업,0002,폐업,,서울특별시 은평구 불광동 309번지,"서울특별시 은평구 연서로 252 (불광동, 세종빌딩)",3350.0,연신내 동물병원,2018-08-31 23:59:59.0,35.204343621518824,129.82490459226176
167,168,311000001020050002,3,폐업,0002,폐업,,서울특별시 은평구 역촌동 43-17번지,,,튼튼동물병원,2018-08-31 23:59:59.0,35.200613731105484,129.80148936136433
168,169,311000001020050003,3,폐업,0002,폐업,,서울특별시 은평구 증산동 162-20  번지 상가 102호,,,멍이맘동물병원,2018-08-31 23:59:59.0,inf,inf
169,170,311000001020070001,3,폐업,0002,폐업,,서울특별시 은평구 불광동 319-33번지 대흥빌라 101호,서울특별시 은평구 연서로 260 (불광동),3350.0,연신내동물병원,2018-08-31 23:59:59.0,35.205092311182604,129.82556301225162
170,171,314000001020010003,3,폐업,0002,폐업,,서울특별시 양천구 목동 907-10번지 현대파리지앙 121호,"서울특별시 양천구 목동서로 57 (목동,현대파리지앙 121호)",,목동동물병원,2018-08-31 23:59:59.0,35.17236491970291,129.7229795163627
171,172,314000001020010004,3,폐업,0002,폐업,,서울특별시 양천구 신정동 117-37번지,서울특별시 양천구 신목로 78 (신정동),,슈슈애견동물병원,2018-08-31 23:59:59.0,35.16829792056931,129.70456877622783
172,173,314000001020020001,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7번지 한국까르프 1층,"서울특별시 양천구 목동서로 170 (목동,한국까르프 1층)",,닥터펫 동물병원,2018-08-31 23:59:59.0,35.16729983835877,129.71509097916837
173,174,321000001020120002,3,폐업,0002,폐업,,서울특별시 서초구 양재동 215번지,"서울특별시 서초구 매헌로 16, 지1층 (양재동, 이마트 양재점)",6771.0,이리온 for 몰리스,2018-08-31 23:59:59.0,35.29943791011447,129.637779673729
174,175,321000001020030006,3,폐업,0002,폐업,,서울특별시 서초구 잠원동 60-3   번지,,,잠원동물병원,2018-08-31 23:59:59.0,inf,inf
175,176,314000001019970003,3,폐업,0002,폐업,,서울특별시 양천구 신정동 294-29번지,서울특별시 양천구 목동동로8길 7 (신정동),,이솝동물병원,2019-09-18 02:40:00.0,35.165503824811495,129.70007421110324
176,177,314000001019980001,3,폐업,0002,폐업,,서울특별시 양천구 목동 908-31번지 목동프라자 105,"서울특별시 양천구 목동서로 35 (목동,목동프라자 105)",,가나동물병원,2018-08-31 23:59:59.0,35.17414852065886,129.7242068141122
177,178,314000001019990001,3,폐업,0002,폐업,,서울특별시 양천구 목동 752-1번지 극동상가 103,"서울특별시 양천구 목동중앙본로 10 (목동,극동상가 103)",,나우동물종합병원,2019-10-24 02:40:00.0,35.165623538368315,129.72503103745288
178,179,314000001020090004,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-0007번지,,,닥터펫 동물병원,2018-08-31 23:59:59.0,35.16729983835877,129.71509097916837
179,180,314000001020110001,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7   번지 홈플러스 2층,,,닥터펫동물병원,2018-08-31 23:59:59.0,inf,inf
180,181,314000001020040003,3,폐업,0002,폐업,,서울특별시 양천구 목동 515-1번지,서울특별시 양천구 공항대로 636 (목동),,행복한 동물병원,2018-08-31 23:59:59.0,35.16855597826208,129.73506560497162
181,182,314000001020040004,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7   번지 한국까르푸 목동점 1층,,,덕터펫 동물병원,2018-08-31 23:59:59.0,inf,inf
182,183,311000001020110001,3,폐업,0002,폐업,,서울특별시 은평구 대조동 231-0번지 101동 122호,서울특별시 은평구 서오릉로 94 (대조동),3392.0,사랑이가득한동물병원,2018-08-31 23:59:59.0,35.20373730683258,129.8121393605917
183,184,311000001020110002,3,폐업,0002,폐업,,서울특별시 은평구 진관동 20-0번지 은평뉴타운상림마을 821동 101호,서울특별시 은평구 진관3로 70 (진관동),3302.0,뉴타운동물병원,2018-08-31 23:59:59.0,35.203547422713875,129.85257123684502
184,185,311000001020110003,3,폐업,0002,폐업,,서울특별시 은평구 응암동 90-1번지 이마트 8층,서울특별시 은평구 은평로 111 (응암동),3461.0,쿨펫동물병원 은평점,2018-08-31 23:59:59.0,35.2027528421264,129.801541281788
185,186,311000001020110004,3,폐업,0002,폐업,,서울특별시 은평구 대조동 240번지 NC백화점 8층,서울특별시 은평구 불광로 20 (대조동),3397.0,쿨펫 동물병원,2018-08-31 23:59:59.0,35.209500467707706,129.81317553585075
186,187,314000001020110003,3,폐업,0002,폐업,,서울특별시 양천구 신정동 323번지 세림프라자 106호,"서울특별시 양천구 목동서로 387 (신정동,세림프라자 106호)",,하나동물병원,2018-08-31 23:59:59.0,35.1579403022603,129.69745295711232
187,188,314000001020030002,3,폐업,0002,폐업,,서울특별시 양천구 신월동 116-14번지,서울특별시 양천구 월정로 137 (신월동),,다정종합동물병원,2018-08-31 23:59:59.0,35.13876852214144,129.7152305476453
188,189,314000001020030003,3,폐업,0002,폐업,,서울특별시 양천구 신월동 446-4번지,서울특별시 양천구 월정로 46 (신월동),,햇살동물병원,2018-08-31 23:59:59.0,35.1428345850079,129.7064069175956
189,190,314000001020030004,3,폐업,0002,폐업,,서울특별시 양천구 신정동 1052-3번지,서울특별시 양천구 중앙로 230 (신정동),8091.0,바우동물병원,2018-08-31 23:59:59.0,35.15280287584093,129.69863582054816
190,191,314000001020030005,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7   번지 한국까르프 1층,,,닥터펫 동물병원,2018-08-31 23:59:59.0,inf,inf
191,192,314000001020030008,3,폐업,0002,폐업,,서울특별시 양천구 목동 919-7   번지 한국까르프 목동점 1층,,,닥터펫동물병원,2018-08-31 23:59:59.0,inf,inf
192,193,314000001020030009,3,폐업,0002,폐업,,서울특별시 양천구 신정동 1267번지 뉴목동프라자 113호,"서울특별시 양천구 신정로 312 (신정동,뉴목동프라자 113호)",,하릅강아지 동물병원,2018-08-31 23:59:59.0,35.15362209574272,129.6938516768142
193,194,321000001020040002,3,폐업,0002,폐업,,서울특별시 서초구 서초동 1593-7번지 이오빌1505호,"서울특별시 서초구 효령로53길 45 (서초동,이오빌1505호)",,닥터캣연구원 동물병원,2018-08-31 23:59:59.0,35.279601255621145,129.66537502632156
194,195,321000001020040003,3,폐업,0002,폐업,,서울특별시 서초구 반포동 733-14번지 1층,"서울특별시 서초구 사평대로53길 27 (반포동,1층)",,두코동물병원,2018-08-31 23:59:59.0,35.28583082444786,129.68862340606114
195,196,321000001020020011,3,폐업,0002,폐업,,서울특별시 서초구 반포동 1050번지 J동 15호,,,My Friends 동물병원,2018-08-31 23:59:59.0,35.26005698093841,129.68295933487056
196,197,321000001020030001,3,폐업,0002,폐업,,서울특별시 서초구 반포동 705-2번지 1층,"서울특별시 서초구 신반포로 330 (반포동,1층)",,STAR 동물종합병원,2018-08-31 23:59:59.0,35.28446490133787,129.6945857964703
197,198,321000001020120004,3,폐업,0002,폐업,,서울특별시 서초구 방배동 3001-2번지 방배디오슈페리움1 B111호,"서울특별시 서초구 서초대로 3-4, 지하1층 111호 (방배동, 방배디오슈페리움1)",6568.0,야셀동물병원,2018-08-31 23:59:59.0,35.25586498750099,129.6638972323039
198,199,321000001020120005,3,폐업,0002,폐업,,서울특별시 서초구 양재동 215번지 이마트 양재점 지하1층,서울특별시 서초구 매헌로 16 (양재동),6771.0,이리온 for 몰리스,2018-08-31 23:59:59.0,35.29943791011447,129.637779673729
199,200,303000001020160005,3,폐업,0002,폐업,,서울특별시 성동구 금호동1가 132-18 1층,"서울특별시 성동구 행당로1길 23, 1층 (금호동1가)",4721.0,신당햇살동물병원,2020-10-28 02:40:00.0,35.286827854290294,129.7519829196718
200,201,321000001020030013,3,폐업,0002,폐업,,서울특별시 서초구 반포동 1050번지 J동 15호,,,(주)펫프렌즈 반포동물병원,2018-08-31 23:59:59.0,35.26005698093841,129.68295933487056
201,202,321000001019980002,3,폐업,0002,폐업,,서울특별시 서초구 서초동 1532-7   번지 1층,,,서울동물병원,2018-08-31 23:59:59.0,inf,inf
202,203,321000001019990001,3,폐업,0002,폐업,,서울특별시 서초구 방배동 864-32번지 1층,"서울특별시 서초구 도구로 115-1 (방배동,1층)",,에덴동물병원,2018-08-31 23:59:59.0,35.25800808000051,129.66498322695242
203,204,314000001020170002,3,폐업,0002,폐업,,서울특별시 양천구 신정동 323번지 세림프라자 106호,"서울특별시 양천구 목동서로 387, 세림프라자 106호 (신정동)",8093.0,하나동물병원,2019-01-25 02:40:00.0,35.1579403022603,129.69745295711232
204,205,321000001020100006,3,폐업,0002,폐업,,서울특별시 서초구 서초동 1605-5   번지,,,넥스펫동물병원,2018-08-31 23:59:59.0,inf,inf
